DEBUG 2025-07-21 10:40:44,473 [1    ] Abp.Modules.AbpModuleManager             - Loading Abp modules...
DEBUG 2025-07-21 10:40:45,984 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - Potholio.CrudAppServiceses.MunicipalityAdmin.Dto.MunicipalityDto
DEBUG 2025-07-21 10:40:45,984 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - Potholio.CrudAppServiceses.Citizens.DTo.RegisterDTo
INFO  2025-07-21 10:40:59,704 [1    ] tCore.Builder.RequestLocalizationOptions - Supported Request Localization Cultures: en,es-MX,fr,de,it,nl,pt-BR,tr,ru,ar,fa,ja,zh-Hans
INFO  2025-07-21 10:41:00,315 [14   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:44311/ - - -
INFO  2025-07-21 10:41:00,369 [1    ] Microsoft.Hosting.Lifetime               - Application started. Press Ctrl+C to shut down.
INFO  2025-07-21 10:41:00,373 [1    ] Microsoft.Hosting.Lifetime               - Hosting environment: Development
INFO  2025-07-21 10:41:00,379 [1    ] Microsoft.Hosting.Lifetime               - Content root path: C:\Users\Willem\Documents\Github\Potholio\Backend\src\Potholio.Web.Host
INFO  2025-07-21 10:41:00,834 [7    ] ft.AspNetCore.Routing.EndpointMiddleware - Executing endpoint 'Potholio.Web.Host.Controllers.HomeController.Index (Potholio.Web.Host)'
INFO  2025-07-21 10:41:00,903 [7    ] c.Infrastructure.ControllerActionInvoker - Route matched with {action = "Index", controller = "Home", area = ""}. Executing controller action with signature Microsoft.AspNetCore.Mvc.IActionResult Index() on controller Potholio.Web.Host.Controllers.HomeController (Potholio.Web.Host).
INFO  2025-07-21 10:41:02,241 [7    ] vc.Infrastructure.RedirectResultExecutor - Executing RedirectResult, redirecting to /swagger.
INFO  2025-07-21 10:41:02,256 [7    ] c.Infrastructure.ControllerActionInvoker - Executed action Potholio.Web.Host.Controllers.HomeController.Index (Potholio.Web.Host) in 1341.12ms
INFO  2025-07-21 10:41:02,260 [7    ] ft.AspNetCore.Routing.EndpointMiddleware - Executed endpoint 'Potholio.Web.Host.Controllers.HomeController.Index (Potholio.Web.Host)'
INFO  2025-07-21 10:41:02,285 [7    ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:44311/ - 302 - - 1978.7724ms
INFO  2025-07-21 10:41:02,307 [7    ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:44311/swagger/index.html - - -
INFO  2025-07-21 10:41:02,405 [18   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:44311/swagger/index.html - 200 - text/html;charset=utf-8 93.8755ms
INFO  2025-07-21 10:41:02,466 [10   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:44311/_vs/browserLink - - -
INFO  2025-07-21 10:41:02,469 [18   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:44311/_framework/aspnetcore-browser-refresh.js - - -
INFO  2025-07-21 10:41:02,478 [18   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:44311/_framework/aspnetcore-browser-refresh.js - 200 16519 application/javascript;+charset=utf-8 11.3624ms
INFO  2025-07-21 10:41:02,522 [16   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:44311/_vs/browserLink - 200 - text/javascript;+charset=UTF-8 53.7254ms
INFO  2025-07-21 10:41:02,656 [16   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:44311/AntiForgery/SetCookie - - -
INFO  2025-07-21 10:41:02,663 [16   ] ft.AspNetCore.Routing.EndpointMiddleware - Executing endpoint 'Potholio.Web.Host.Controllers.AntiForgeryController.SetCookie (Potholio.Web.Host)'
INFO  2025-07-21 10:41:02,674 [16   ] c.Infrastructure.ControllerActionInvoker - Route matched with {action = "SetCookie", controller = "AntiForgery", area = ""}. Executing controller action with signature Void SetCookie() on controller Potholio.Web.Host.Controllers.AntiForgeryController (Potholio.Web.Host).
INFO  2025-07-21 10:41:02,719 [16   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:44311/swagger/v1/swagger.json - - -
INFO  2025-07-21 10:41:02,770 [16   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:44311/swagger/v1/swagger.json - 200 - application/json;charset=utf-8 49.4036ms
INFO  2025-07-21 10:41:03,729 [16   ] .Mvc.Infrastructure.ObjectResultExecutor - Executing ObjectResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2025-07-21 10:41:03,737 [16   ] c.Infrastructure.ControllerActionInvoker - Executed action Potholio.Web.Host.Controllers.AntiForgeryController.SetCookie (Potholio.Web.Host) in 1060.4783ms
INFO  2025-07-21 10:41:03,741 [16   ] ft.AspNetCore.Routing.EndpointMiddleware - Executed endpoint 'Potholio.Web.Host.Controllers.AntiForgeryController.SetCookie (Potholio.Web.Host)'
INFO  2025-07-21 10:41:03,748 [16   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:44311/AntiForgery/SetCookie - 200 - application/json;+charset=utf-8 1089.5090ms
INFO  2025-07-21 10:41:44,424 [18   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 POST https://localhost:44311/api/TokenAuth/Authenticate - application/json 57
INFO  2025-07-21 10:41:44,430 [18   ] pNetCore.Cors.Infrastructure.CorsService - CORS policy execution failed.
INFO  2025-07-21 10:41:44,432 [18   ] pNetCore.Cors.Infrastructure.CorsService - Request origin https://localhost:44311 does not have permission to access the resource.
INFO  2025-07-21 10:41:44,439 [18   ] ft.AspNetCore.Routing.EndpointMiddleware - Executing endpoint 'Potholio.Controllers.TokenAuthController.Authenticate (Potholio.Web.Core)'
INFO  2025-07-21 10:41:44,454 [18   ] c.Infrastructure.ControllerActionInvoker - Route matched with {action = "Authenticate", controller = "TokenAuth", area = ""}. Executing controller action with signature System.Threading.Tasks.Task`1[Potholio.Models.TokenAuth.AuthenticateResultModel] Authenticate(Potholio.Models.TokenAuth.AuthenticateModel) on controller Potholio.Controllers.TokenAuthController (Potholio.Web.Core).
INFO  2025-07-21 10:41:49,922 [26   ] .Mvc.Infrastructure.ObjectResultExecutor - Executing ObjectResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2025-07-21 10:41:49,934 [26   ] c.Infrastructure.ControllerActionInvoker - Executed action Potholio.Controllers.TokenAuthController.Authenticate (Potholio.Web.Core) in 5473.4647ms
INFO  2025-07-21 10:41:49,936 [26   ] ft.AspNetCore.Routing.EndpointMiddleware - Executed endpoint 'Potholio.Controllers.TokenAuthController.Authenticate (Potholio.Web.Core)'
INFO  2025-07-21 10:41:49,939 [26   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 POST https://localhost:44311/api/TokenAuth/Authenticate - 200 - application/json;+charset=utf-8 5517.5964ms
INFO  2025-07-21 10:41:49,947 [26   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:44311/swagger/index.html - - -
INFO  2025-07-21 10:41:49,964 [16   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:44311/swagger/index.html - 200 - text/html;charset=utf-8 15.2143ms
INFO  2025-07-21 10:41:50,004 [16   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:44311/_vs/browserLink - - -
INFO  2025-07-21 10:41:50,007 [26   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:44311/_framework/aspnetcore-browser-refresh.js - - -
INFO  2025-07-21 10:41:50,020 [26   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:44311/_framework/aspnetcore-browser-refresh.js - 200 16519 application/javascript;+charset=utf-8 13.4835ms
INFO  2025-07-21 10:41:50,032 [27   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:44311/_vs/browserLink - 200 - text/javascript;+charset=UTF-8 27.1385ms
INFO  2025-07-21 10:41:50,074 [27   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:44311/AntiForgery/SetCookie - - -
INFO  2025-07-21 10:41:50,099 [26   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:44311/swagger/v1/swagger.json - - -
INFO  2025-07-21 10:41:50,639 [31   ] ft.AspNetCore.Routing.EndpointMiddleware - Executing endpoint 'Potholio.Web.Host.Controllers.AntiForgeryController.SetCookie (Potholio.Web.Host)'
INFO  2025-07-21 10:41:50,644 [31   ] c.Infrastructure.ControllerActionInvoker - Route matched with {action = "SetCookie", controller = "AntiForgery", area = ""}. Executing controller action with signature Void SetCookie() on controller Potholio.Web.Host.Controllers.AntiForgeryController (Potholio.Web.Host).
INFO  2025-07-21 10:41:50,663 [31   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:44311/swagger/v1/swagger.json - 200 - application/json;charset=utf-8 565.7034ms
INFO  2025-07-21 10:41:51,716 [16   ] .Mvc.Infrastructure.ObjectResultExecutor - Executing ObjectResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2025-07-21 10:41:51,721 [16   ] c.Infrastructure.ControllerActionInvoker - Executed action Potholio.Web.Host.Controllers.AntiForgeryController.SetCookie (Potholio.Web.Host) in 1072.4763ms
INFO  2025-07-21 10:41:51,724 [16   ] ft.AspNetCore.Routing.EndpointMiddleware - Executed endpoint 'Potholio.Web.Host.Controllers.AntiForgeryController.SetCookie (Potholio.Web.Host)'
INFO  2025-07-21 10:41:51,730 [16   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:44311/AntiForgery/SetCookie - 200 - application/json;+charset=utf-8 1653.0522ms
INFO  2025-07-21 10:41:52,291 [16   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:44311/swagger/index.html - - -
INFO  2025-07-21 10:41:52,306 [18   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:44311/swagger/index.html - 200 - text/html;charset=utf-8 16.2158ms
INFO  2025-07-21 10:41:52,362 [16   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:44311/_framework/aspnetcore-browser-refresh.js - - -
INFO  2025-07-21 10:41:52,369 [31   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:44311/_vs/browserLink - - -
INFO  2025-07-21 10:41:52,375 [16   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:44311/_framework/aspnetcore-browser-refresh.js - 200 16519 application/javascript;+charset=utf-8 12.1664ms
INFO  2025-07-21 10:41:52,399 [27   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:44311/_vs/browserLink - 200 - text/javascript;+charset=UTF-8 28.6875ms
INFO  2025-07-21 10:41:52,414 [27   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:44311/AntiForgery/SetCookie - - -
INFO  2025-07-21 10:41:52,418 [27   ] ft.AspNetCore.Routing.EndpointMiddleware - Executing endpoint 'Potholio.Web.Host.Controllers.AntiForgeryController.SetCookie (Potholio.Web.Host)'
INFO  2025-07-21 10:41:52,425 [27   ] c.Infrastructure.ControllerActionInvoker - Route matched with {action = "SetCookie", controller = "AntiForgery", area = ""}. Executing controller action with signature Void SetCookie() on controller Potholio.Web.Host.Controllers.AntiForgeryController (Potholio.Web.Host).
INFO  2025-07-21 10:41:52,429 [14   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:44311/swagger/v1/swagger.json - - -
INFO  2025-07-21 10:41:52,457 [16   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:44311/swagger/v1/swagger.json - 200 - application/json;charset=utf-8 26.4020ms
INFO  2025-07-21 10:41:54,135 [27   ] .Mvc.Infrastructure.ObjectResultExecutor - Executing ObjectResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2025-07-21 10:41:54,138 [27   ] c.Infrastructure.ControllerActionInvoker - Executed action Potholio.Web.Host.Controllers.AntiForgeryController.SetCookie (Potholio.Web.Host) in 1710.439ms
INFO  2025-07-21 10:41:54,141 [27   ] ft.AspNetCore.Routing.EndpointMiddleware - Executed endpoint 'Potholio.Web.Host.Controllers.AntiForgeryController.SetCookie (Potholio.Web.Host)'
INFO  2025-07-21 10:41:54,144 [27   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:44311/AntiForgery/SetCookie - 200 - application/json;+charset=utf-8 1733.1406ms
INFO  2025-07-21 10:43:15,881 [35   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 POST https://localhost:44311/api/TokenAuth/Authenticate - application/json 59
INFO  2025-07-21 10:43:15,883 [35   ] pNetCore.Cors.Infrastructure.CorsService - CORS policy execution failed.
INFO  2025-07-21 10:43:15,885 [35   ] pNetCore.Cors.Infrastructure.CorsService - Request origin https://localhost:44311 does not have permission to access the resource.
INFO  2025-07-21 10:43:15,888 [35   ] ft.AspNetCore.Routing.EndpointMiddleware - Executing endpoint 'Potholio.Controllers.TokenAuthController.Authenticate (Potholio.Web.Core)'
INFO  2025-07-21 10:43:15,892 [35   ] c.Infrastructure.ControllerActionInvoker - Route matched with {action = "Authenticate", controller = "TokenAuth", area = ""}. Executing controller action with signature System.Threading.Tasks.Task`1[Potholio.Models.TokenAuth.AuthenticateResultModel] Authenticate(Potholio.Models.TokenAuth.AuthenticateModel) on controller Potholio.Controllers.TokenAuthController (Potholio.Web.Core).
INFO  2025-07-21 10:43:21,078 [35   ] .Mvc.Infrastructure.ObjectResultExecutor - Executing ObjectResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2025-07-21 10:43:21,081 [35   ] c.Infrastructure.ControllerActionInvoker - Executed action Potholio.Controllers.TokenAuthController.Authenticate (Potholio.Web.Core) in 5186.3095ms
INFO  2025-07-21 10:43:21,105 [35   ] ft.AspNetCore.Routing.EndpointMiddleware - Executed endpoint 'Potholio.Controllers.TokenAuthController.Authenticate (Potholio.Web.Core)'
INFO  2025-07-21 10:43:21,108 [35   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 POST https://localhost:44311/api/TokenAuth/Authenticate - 200 - application/json;+charset=utf-8 5227.0718ms
INFO  2025-07-21 10:43:21,116 [35   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:44311/swagger/index.html - - -
INFO  2025-07-21 10:43:21,128 [27   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:44311/swagger/index.html - 200 - text/html;charset=utf-8 12.7985ms
INFO  2025-07-21 10:43:21,158 [31   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:44311/_vs/browserLink - - -
INFO  2025-07-21 10:43:21,161 [27   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:44311/_framework/aspnetcore-browser-refresh.js - - -
INFO  2025-07-21 10:43:21,167 [27   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:44311/_framework/aspnetcore-browser-refresh.js - 200 16519 application/javascript;+charset=utf-8 8.0833ms
INFO  2025-07-21 10:43:21,185 [26   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:44311/_vs/browserLink - 200 - text/javascript;+charset=UTF-8 25.8328ms
INFO  2025-07-21 10:43:21,205 [26   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:44311/AntiForgery/SetCookie - - -
INFO  2025-07-21 10:43:21,218 [26   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:44311/swagger/v1/swagger.json - - -
INFO  2025-07-21 10:43:21,763 [27   ] ft.AspNetCore.Routing.EndpointMiddleware - Executing endpoint 'Potholio.Web.Host.Controllers.AntiForgeryController.SetCookie (Potholio.Web.Host)'
INFO  2025-07-21 10:43:21,772 [27   ] c.Infrastructure.ControllerActionInvoker - Route matched with {action = "SetCookie", controller = "AntiForgery", area = ""}. Executing controller action with signature Void SetCookie() on controller Potholio.Web.Host.Controllers.AntiForgeryController (Potholio.Web.Host).
INFO  2025-07-21 10:43:21,781 [37   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:44311/swagger/v1/swagger.json - 200 - application/json;charset=utf-8 558.9863ms
INFO  2025-07-21 10:43:23,395 [27   ] .Mvc.Infrastructure.ObjectResultExecutor - Executing ObjectResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2025-07-21 10:43:23,400 [27   ] c.Infrastructure.ControllerActionInvoker - Executed action Potholio.Web.Host.Controllers.AntiForgeryController.SetCookie (Potholio.Web.Host) in 1624.0491ms
INFO  2025-07-21 10:43:23,405 [27   ] ft.AspNetCore.Routing.EndpointMiddleware - Executed endpoint 'Potholio.Web.Host.Controllers.AntiForgeryController.SetCookie (Potholio.Web.Host)'
INFO  2025-07-21 10:43:23,408 [27   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:44311/AntiForgery/SetCookie - 200 - application/json;+charset=utf-8 2205.2978ms
INFO  2025-07-21 10:46:00,343 [37   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 POST https://localhost:44311/api/services/app/ServiceProvider/Create - application/json 413
INFO  2025-07-21 10:46:00,349 [37   ] pNetCore.Cors.Infrastructure.CorsService - CORS policy execution failed.
INFO  2025-07-21 10:46:00,351 [37   ] pNetCore.Cors.Infrastructure.CorsService - Request origin https://localhost:44311 does not have permission to access the resource.
INFO  2025-07-21 10:46:00,356 [37   ] ft.AspNetCore.Routing.EndpointMiddleware - Executing endpoint 'Potholio.CrudAppServiceses.ServiceProviders.ServiceProviderAppService.CreateAsync (Potholio.Application)'
INFO  2025-07-21 10:46:00,363 [37   ] c.Infrastructure.ControllerActionInvoker - Route matched with {area = "app", action = "Create", controller = "ServiceProvider"}. Executing controller action with signature System.Threading.Tasks.Task`1[Potholio.CrudAppServiceses.ServiceProviders.Dto.ServiceProviderDto] CreateAsync(Potholio.CrudAppServiceses.ServiceProviders.Dto.ServiceProviderDto) on controller Potholio.CrudAppServiceses.ServiceProviders.ServiceProviderAppService (Potholio.Application).
INFO  2025-07-21 10:46:04,052 [38   ] .Mvc.Infrastructure.ObjectResultExecutor - Executing ObjectResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2025-07-21 10:46:04,073 [38   ] c.Infrastructure.ControllerActionInvoker - Executed action Potholio.CrudAppServiceses.ServiceProviders.ServiceProviderAppService.CreateAsync (Potholio.Application) in 3699.9602ms
INFO  2025-07-21 10:46:04,078 [38   ] ft.AspNetCore.Routing.EndpointMiddleware - Executed endpoint 'Potholio.CrudAppServiceses.ServiceProviders.ServiceProviderAppService.CreateAsync (Potholio.Application)'
INFO  2025-07-21 10:46:04,080 [38   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 POST https://localhost:44311/api/services/app/ServiceProvider/Create - 200 - application/json;+charset=utf-8 3737.7522ms
